# virglrs commit map, main reworded to the CLAUDE.md commit-message rules.
# old_sha	new_sha ('-' = not on main)	where it lives now	old subject
2ad18369eaed615278dbbe5da19b3d9019fc64e6	02a8bac99d2d830c82f8441088145bf3593bfd4f	main	video: a codec is one of four things, not a profile beside four options
2c0c7a4caf721a542c5d4fd2704ef412ccab3d2b	fa11d0cfd1cbae5417ab4b2264b322e21ef47d64	main	docs: the frame, and the three things between a served transport and it
2c663a76e5f58a5a2dd8d8d088942dd251170bdb	879570a5331a4074818381a58b93538e2f748bcc	main	video: synthesize the HEVC VPS, SPS and PPS
2cbdccf60daa33a7a423a4e39e3d2ba4f604ccac	10fe7cffd10649e951ecd395f2b7c723dbcdcc43	main	renderer: make the second spelling of a known capset unwritable
2d2bc38f6f9124a19d7471409eef61d5750c6c72	1f1991e41c2b8113dbe5cd09868e49c729ecd5bf	main	vrend: a host that cannot adopt a buffer degrades; only the guest's error faults
2d85ad163cccd73c9561e0589ec97acf9e1c83d9	1e8eae342620ea749700027c4ad22d75e8106f74	main	metal: read a surface's bytes back, under the lock that makes them real
2e20b76cb44efb7a2d7e9ec2204bc55c037d5c80	ba0b7cfaaf62dff092663293a8d29d548735925e	main	vrend: blit the layer the destination asked for, not the source's
2e8822a456cbdc0bcfa55f309a9d965df03bae16	7184233e9d831b547924d73b3403b427fa91dd55	main	harness: a Ptyxis corpus, for the paths only unit tests covered
2ee6e06e0c2235677d5bb4b3527137f6d1c03be0	4b07da416655e74ca416a648366e639b587e2e0b	main	harness: document the venus snapshot gate, and where it has to run
311341c854c2f03ed78809d09a9d4ee977f406c6	3ce4625c60a82a4f211a8767556fecf04ac9edd9	main	venus: decode a strided array, and walk it by the array and not by the guest
3195ab04b0c5efa9b1133b6f6014c732530cd91b	f6ebdd2168ec04ae7e21b0389ec49e5d0641cf8c	main	venus: give a create's out-handle the type of the word it actually holds
31acc4cdd098b14c4bd5402f4b1b6245c9f54ceb	8a14c164d73231cb8bf7ab58d01682056049fe1e	main	docs: the symbol fixture question is settled, so it leaves the open list
31c22f6546225d529ba7b4658645025e9aae656e	40813af68c001a0958a12ebb9b4d8caae762cc97	main	virglrs: the venus object table, and the two lookup failures that are not alike
31d5bba4e56d335f7d599e28f9f0a9fa9bc31833	cb3ed821ee4018c79893e7ccc45e8ee5b4776baa	main	harness: pin the seven lines Mesa's iris reads differently
31e32b08e9131435f58477e7bd644ea5be541aa8	7f40bfe8f4f541470a0454166965138ac5a4db06	main	harness: model a blob as untyped storage the stream describes
3374d7a17e73426ba5e41ac0c6a0b24256dda566	dff24b715846fba7f9e5bd6df4b5a266cdad7af9	main	harness: record that the GL-client-on-synoik leg fails, and what it is not
339794dbfec221612c13891e9ac6376bc8aa9edd	77470078c03b9701ff2b97a89494469066fc851e	main	harness: replay video, and pin VP9 hardware decode as a score
33e95462b7e5650a6187018dd907c84b835f68c2	58359443cc68deb79856f1e04f8005989fa964bc	main	harness: re-record the two synthetic goldens for the retire commands
33f77c95b1efd85884222eb2c2a4192cdaeaf4fd	278a21e3b0dae97bee6df37e94caa2b7542bc4af	main	vrend: the scanout readback pins the pack state, not one field of it
341493ce8499a49234cbdc94e7b666b03714d066	effeaadec88445d1dfb86bc6d012842cbd43b656	main	guest memory: map it, and make a reference into it unrepresentable
343ad89d98ccdb458c43a67ba3040635d89820bd	2685fea781c72096475d86d517ac349038c46214	main	vrend: the bind that bound the vertex buffers is what remembers how many
34ed41da0e9d7baba80cd22d514716c5b527cf33	99463fb327eeb48d9586db2ed4021d13b08f3560	main	vrend: ask the driver whether a texture is immutable-format
35828e317697508cb969c0440e9fdfb27fc9e589	8c9c0d8c6aea59414eff3c42b3bac70f577350b8	main	docs: retire the vrend budget entry, and keep the one piece still owed
35881d9c73a791c45f3127f0119476a5dc898d6d	835ed5eb8b2f767adea0e00ae8426666fcd75588	main	docs: book the declared host-visible allocation on the exporting host
35e1485cb8f81b24dae37643b26de144c31b8cf3	c209df58430091866ff174402e4f5a7755247dbc	main	dmabuf: a plane's element size has one table, not two
3654e4af8ae1460c61c335669b331e6df1be08e2	79ee310fa88e6ecee7f7d57a994620dea38fef3c	main	harness: score a surface destroyed while the framebuffer draws through it
366c82cae974b02ce4d54b41eb2bd02239883a22	d45c9c96896fbef21300297f5e25bb0f669696a6	main	docs: no video route on the rig types a blob, measured rather than reasoned
37b4cf592d69826cfc3ebb74a02383e7b914d521	17f432fca162de8d3457304695be80eb41f1ac4c	main	harness: replay a blob's recorded pixels, and score them
384f514a7da73c7bfb826fe2dd0257f5ba8216c2	873efb46f7ffacb3a9f19eeffa943361ef5e8fb1	main	harness: pin what a rebuild loses, instead of requiring it to lose nothing
38b1ceda6aecabd10b5e579ece9ac6b98fc8ef70	5b90e5c8a9ede3bd95ab041479dd06e8a7d53766	main	venus: bind memory and write descriptors, so a later submit has something real to draw
38d8492ad67e90b7fc09682e5d897434bd752f9d	6c6121971fdfde1a904db0c2604e74815ecab925	main	venus: serve Vulkan's two-call enumeration, both halves
38e5fc0226ded761ccdb2e1dc31c058db0f96f9b	1a53bb650e69d7b5089b41333d38e73b559a05ec	main	vrend: take an embedder's contexts when it can name no display
39111a989307f95329fb3dbed8f468e803a6df36	7dd2396fc8562446e35fc72cfd78fedc2f88b628	main	venus: serve device memory, and answer the census with it
39b0c6859944080374987d235892ec3fad0520a0	6123e2e8107a47db28f95538c15ddb04fed47a65	main	vrend: a fence with no work of its own rides the queue, not a full drain
3a747d3bf3217fb96779fd44627ae2971b45b84f	d791877287b230d8a7abc2304c681460786686da	main	harness: bring the corpora here, and make both replay legs run from this tree
3ab6de12a6683a0537bd08fdfb0515802ba6f136	c366c7aa4447d8cad606e5811ea2efe12f7965ed	main	venus: keep an invented handle out of the driver, and serve the compute pair
3ab6e2bdeaa645e28c3528c0055b4cce7d1ba912	9b47b9372fbff3064f72f7892da67bce81eda06d	main	venus: answer the out-struct queries instead of counting them
3b46783635689b0c0a6468fd09edc1ae48b60010	d01a9e1ef006b9d00375395291ed1f01191bfbbd	main	harness: state the transport gap as a set, not as what a boot happened to hit
3b656178f1c976e4b11dfca1d30831715ce00d6f	0ed95f2a26889952512dcdf1fb317ec9e9c4f67e	main	docs: the pixel gate is met on Linux
3b7e3af07d1051126fc79a7eddb51670a3064608	2cd5a598f874b09236932a7a7d26d11ffb62b2cd	main	venus-gen: emit the structs the renderer builds but the wire never carries
3c2a31c107c43dbe4b6c9442a25118209ea67da8	634b6c12544209243d8d315487535b129c03391b	main	ci: delete the probes, which have answered
3c86062b331fd05ae2286306eb5b38359569b3f6	93311a9ec9370f770f942cce860fbdb5ccd9549f	main	venus: hand the VMM the address of the blob it just exported
3cf54b904bb7fe2d9d7bd8553d1981cf2538c4d1	7518d31451745aaa2681b1de6093996ed39ee122	main	vrend: a driver that contradicts its own probe crashes instead of degrading
3d3513da1b18adcfb285b389adabbaf47dc85a64	519b2fc6aa140887becfe2651018c490fe9c828e	main	harness: say that the basemark client has a consumer outside this tree
3d5092a4d2329722528a0d9ce02ffbc588a00a15	461019fcf04dac93d9a838d18badd1115b3df682	main	harness: the basemark client ends the browser it started
3d645886ccaeb4e6d226a4c60e662983d5f47688	194c0a6a887e2cc86eb5fcdec09c556b84b76c35	main	test: recover the display guard from a poisoned lock
3d96795d0339706020ea505defa80338419fcef7	fca374a934aa9cf405cd0749c80ffe56566f0dd8	main	vrend: let a blob keep the command that gave it a type
3daa548a203ee20a0b64054f04e791a6ac6ae45e	4a8eace4086ef8ea834d312f7941fc7c6795e642	main	harness: seven sabotages for the executed command streams
3ddfac91fdf1d156fb7bd2b2b14a60b7ad964b3d	90993c414722b2476a2ae44965a97f3efb144791	main	harness: score the described blob's reconciliation and its bookkeeping
3e18af2ff182229810fa3a8569f59dce3cc5ee0a	c0d0bb45b3b222aa011e8591ef734666c63a2013	main	venus: a decoded command borrows from the decoder, and now says so
3fd6646404d4e2b759ea5b36f62d5b6548887f51	455fb22586b8b112e6259d4c9952d9cde52dd37e	main	test: make the suite build and pass on a host that mints no storage
407cb70ca5f7b7c0bfa01db7ef37f943e2306aaf	f4b3bff4541d4589e063ee6275bb4dbc716ef092	main	harness: drop force_ctx_0 from the readback; the limitation it documented is gone
411acb160c227bd575e5546e9dbd95d0f05f33aa	6ec2bca62807d67791e21e0ec638d5bdf3b17b6c	main	docs: two values that must agree are one value
41212a58d6239501c3c1128fb5e123a1e8f75474	9cccfb1d3d49c3225d93059cf176f7cf7799e2da	main	harness: give the venus replayer a score two implementations can be diffed on
414a276e1e5abf1688ced4bf34c45e5e3ff7003e	b150df0d246eb95f6efb0e4ad35fd431b582de96	main	vrend: pin why a planar transfer cannot overrun here
42008bb6a231613667a80dbf2d207ec38120077e	58aa6d6604afc3b967abbb59be98e0d842b284c7	main	vrend: never take a texture view of imported storage
42442b8da93ee67ceb6bc3ac9a443e5e3e233005	f13a3a988a7511ac380d38f4ad6d4dbf3712fc77	main	video: port the bit writer and reader the parameter sets are built out of
42aa94aa1bff860795b25330419c14c5b253e2b3	7734351c8c8105f07fe80a39bb94d19752f67cda	main	vrend: make the switch back out of the blit context structural
42ab94be3583435ebe7b14fa93956d16d627b0d2	1ac0a2e707cf24673f4bb2529258a4e66dd05eca	main	docs: the replayer reads the dma-buf, not the C leg
42dbb44ef580ade25771f361194c1bb836eeb0dc	b6616fe835b14a5b24b12ae47034e01033b6fa22	main	harness: let the rig boot either renderer, without either bundle standing in for the other
432597184873d8c135c15f3b2550f8ef21c27be1	c6bccf7c0c7598d093afae5b8e1b115d924d2192	main	venus: an array becomes a slice on the struct that owns it, with the right lifetime
43424f345f8b29d832cb5207ea15b3f740d68c31	7bd0691760e8be0a157116f11e6e9268c905a415	main	vrend: one row reversal, and a test that holds it
444eecba07eef0836e587fea8d68ea26b225dd60	4042e993023277de3dfb85ced5184c9523c46af9	main	renderer: name the surface renders are landing in, and announce the trace
44e05f21e283c0ccecc94a92eb3df6fe0465bd0e	3a4422f7d7a11b86c45899f22e4fd880d998c6a8	main	harness: eleven sabotages for the ring transport
44eed6b9145b2b5025611ae3370ba28cf1e43778	479da162e5c85f05c2a46ff61f3979a5b85c3e30	main	harness: record what a seated boot found that no corpus can
4654a345faab18d908736f962a1aa1ac8b655a36	02d047be22d96737b087be49a12ab89c80e12e58	main	renderer: ask which context a present waits on, rather than waiting here
4658cde981f1987597dfa617f2df1a15d0e0afcd	126df41ec373cec9134b239e79020f4dc215315c	main	harness: record synoik through its session end, not mid-frame
46f38c311a37d4ea7840882e33832131bc5896db	a9d72fa016cd236d6059a728c3b0c737f081a8ea	main	venus: derive which handles are pools from vk.xml, instead of listing them
47258fb06bc1e352294349e6b78638184ac0b984	3b785d218cd763a976aec69dabb48d23efa2e409	main	venus: say why each unserved command is unserved, and hold the file to it
48d9860c81f0fae0d387d4152c17168694abd222	959b0aceeff7fb31ee7d891f031740c8e119ddad	main	ffi: answer the export calls from the storage that now has a descriptor
49c3c4c875f18c5cac3388e6da074309dc3e9afa	993ca0474b9151023732cbb84395be9ef929ea10	main	vrend: a dirty mask is as wide as the slots it tracks
49c50c53c9f4786dde70a9b150f6f4eb4247b94e	f1bff8e8c601c2dea801e565cdeee990977ce56d	main	harness: attribute every zero census hash, and say what a fix would cost
49d03db970df81f3ecf06ffd20f75247bb1fc9d7	e4ccd39d33b2ca45714ba684136078cefc59f7ce	main	docs: carry over the vendoring and fork-discipline notes
4a0aaf54b30a5ecf903c26b39fc285c80525ae6b	34e9f12ef51cb5304d6501e4a34739368f73b9cf	main	venus: copy an image back into a buffer, the one command a corpus asked for and this build refused
4a10f9b19d2dcb0a8704567433c2edcfc3cc9eb9	fa8c7656d85ccd7fd58f2b42574aff3a918cac29	main	Answer get_cap_set before init, as its callers ask it
4a303b8cc0386fd4ef753580b7211245e5942c29	092525862e54dbe2be7a9bc87a570e071a6e6c7c	main	venus: name the unsound rule that turns a missing transport command into a silent lie
4a3e864b38f3e89070efdadab5c1257a0ea636e4	d6e9b862e8b7bf376e72f8da3d70378cc44c2431	main	docs: book the naming work, and stop the ABI survey describing the past
4aa068e6d57e4d499b99f2306e02b0d0da7219d8	e1e1c35692b89d6381f202289dc7497de59fc89b	main	venus: serve the four commands a GTK client asks for that no capture did
4ab66fff49e7f9649b4ca517085c4640d1270cfc	47dcf058d71010b33043ab1d84a0db4b51792996	main	config: a context binds a named renderer, not a masked flag word
4afa3ef2974723b918004699479b5c6b9a239002	b1460a654c303dd6ffcfe7e0d9902f120c49ba8f	main	vrend: answer a classic fence by waiting for its context, not everything
4b00e9d90601a8ab7641c1594d775392c3f2cec6	fe1bacab3eff6858003a01ab22ced5b9666321b4	main	venus: gate the force-LINEAR import with the rule that uses it
4b07bed988f9dc2f03cea8b36ef0c2cda4407606	192aa1cd4f15c8d10505ded89f31621981239167	main	vrend: deliver a decoded picture into a composite target's surface planes
4b60a57d6503c13854b086fd754c6450fbcab6c0	1ca8c1ad85725c65aee08301ac2cce3bfc6133cd	main	harness: score the classic replayer by fixture, not by heuristic
